"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-01","2023","01","01","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-02","2023","01","02","","4.0","","-7.0","","-1.5","","19.5","","0.0","","","","","","","M","","","","","",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-03","2023","01","03","","2.8","","-6.4","","-1.8","","19.8","","0.0","","","","","","","M","","","25","","54",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-04","2023","01","04","","3.2","","-6.2","","-1.5","","19.5","","0.0","","","","","","","M","","","26","","37",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-05","2023","01","05","","0.2","","-12.4","","-6.1","","24.1","","0.0","","","","","","","M","","","","","",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-06","2023","01","06","","8.9","","-1.8","","3.5","","14.5","","0.0","","","","","","","M","","","28","","82",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-07","2023","01","07","","9.0","","-1.2","","3.9","","14.1","","0.0","","","","","","","M","","","27","","49",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-08","2023","01","08","","6.0","","-2.8","","1.6","","16.4","","0.0","","","","","","","M","","","","","",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-09","2023","01","09","","7.5","","-0.2","","3.6","","14.4","","0.0","","","","","","","M","","","25","","59",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-10","2023","01","10","","7.9","","-4.0","","1.9","","16.1","","0.0","","","","","","","M","","","27","","38",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-11","2023","01","11","","1.7","","-10.1","","-4.2","","22.2","","0.0","","","","","","","M","","","","","",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-12","2023","01","12","","8.1","","-8.8","","-0.3","","18.3","","0.0","","","","","","","M","","","24","","66",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-13","2023","01","13","","12.8","","2.5","","7.6","","10.4","","0.0","","","","","","","M","","","25","","50",""
"-112.77","49.70","LETHBRIDGE CDA","3033890","2023-01-14","2023","01","14","","10.6","","-1.4","","4.6","","13.4","","0.0","","","","","","","M","","","26","","52",""
