"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-01","2000","01","01","","-5.6","","-15.3","","-10.5","","28.5","","0.0","","","","","","2.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-02","2000","01","02","","-2.8","","-8.0","","-5.4","","23.4","","0.0","","","","","","9.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-03","2000","01","03","","-1.7","","-8.8","","-5.3","","23.3","","0.0","","","","","","1.1","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-04","2000","01","04","","3.8","","-5.8","","-1.0","","19.0","","0.0","","","","","","22.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-05","2000","01","05","","-3.1","","-17.0","","-10.1","","28.1","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-06","2000","01","06","","-7.7","","-19.2","","-13.5","","31.5","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-07","2000","01","07","","-2.0","","-7.7","","-4.9","","22.9","","0.0","","","","","","1.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-08","2000","01","08","","-6.5","","-15.0","","-10.8","","28.8","","0.0","","","","","","4.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-09","2000","01","09","","-1.6","","-8.4","","-5.0","","23.0","","0.0","","","","","","7.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-10","2000","01","10","","-0.3","","-3.5","","-1.9","","19.9","","0.0","","","","","","6.1","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-11","2000","01","11","","3.9","","-3.9","","0.0","","18.0","","0.0","","","","","","8.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-12","2000","01","12","","-1.6","","-15.2","","-8.4","","26.4","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-13","2000","01","13","","-13.6","","-20.7","","-17.2","","35.2","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-14","2000","01","14","","-18.2","","-24.3","","-21.3","","39.3","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-15","2000","01","15","","-20.1","","-27.6","","-23.9","","41.9","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-16","2000","01","16","","-8.8","","-21.6","","-15.2","","33.2","","0.0","","","","","","12.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-17","2000","01","17","","-15.4","","-23.5","","-19.5","","37.5","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-18","2000","01","18","","-20.9","","-27.7","","-24.3","","42.3","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-19","2000","01","19","","-18.0","","-29.0","","-23.5","","41.5","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-20","2000","01","20","","-12.4","","-26.1","","-19.3","","37.3","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-21","2000","01","21","","-12.0","","-20.1","","-16.1","","34.1","","0.0","","","","","","0.2","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-22","2000","01","22","","-17.0","","-22.8","","-19.9","","37.9","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-23","2000","01","23","","-12.6","","-25.6","","-19.1","","37.1","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-24","2000","01","24","","-6.9","","-19.9","","-13.4","","31.4","","0.0","","","","","","2.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-25","2000","01","25","","-4.6","","-20.7","","-12.7","","30.7","","0.0","","","","","","4.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-26","2000","01","26","","-3.3","","-10.1","","-6.7","","24.7","","0.0","","","","","","13.4","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-27","2000","01","27","","-10.1","","-17.2","","-13.7","","31.7","","0.0","","","","","","0.0","T","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-28","2000","01","28","","-13.5","","-18.2","","-15.9","","33.9","","0.0","","","","","","0.8","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-29","2000","01","29","","-9.0","","-18.1","","-13.6","","31.6","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-30","2000","01","30","","-4.2","","-15.5","","-9.9","","27.9","","0.0","","","","","","0.0","","","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2000-01-31","2000","01","31","","-2.3","","-9.8","","-6.1","","24.1","","0.0","","","","","","8.1","","","","","","",""
